뉴스url,제목,내용
https://news.kbs.co.kr/news/pc/view/view.do?ncd=7991471,"김정은·푸틴, 확대 정상회담 진행…대표단 배석","


        김정은 북한 국무위원장과 블라디미르 푸틴 러시아 대통령이 평양 금수산 영빈관에서 정상회담을 시작했다고 타스 통신이 보도했습니다. 북한 측에서는 김덕훈 내각 총리, 최선희 외무상, 박정천 노동당 중앙군사위원회 부위원장, 조용원 당 조직비서, 김성남 당 국제부장, 임천일 러시아 담당 외무성 부상 등 6명이 참석했습니다. 러시아 측에서는 데니스 만투로프 제1 부총리, 알렉산드르 노박 에너지 부문 부총리, 드미트리 페스코프 크렘린궁 대변인, 유리 우샤코프 크렘린궁 보좌관, 안드레이 벨로우소프 국방장관, 세르게이 라브로프 외무장관, 알렉산드르 코즐로프 천연자원부 장관이 배석했습니다. 로만 스타로보이트 교통부 장관, 미하일 무라시코 보건장관, 알렉산드르 마체고라 주북러시아대 대사, 알렉세이 크리보루치코 국방차관, 유리 보리소프 로스코스모스(연방우주공사) 사장, 올레그 벨로제로프 철도공사 사장도 참석했습니다. 회담에 앞서 푸틴 대통령과 김 위원장은 평양 중심부 김일성 광장에서 열린 공식 환영식에 참석했습니다. 김일성 광장에는 의장대가 도열했고 평양 주민들도 손에 꽃을 들고 참석했습니다. 건물들에는 러시아와 북한 국기로 장식돼 있고 중앙에는 푸틴 대통령과 김정은 북한 국무위원장의 초상화가 걸려 있습니다. 환영식에는 최선희 외무상, 박정천 노동당 중앙군사위원회 부위원장, 정경택 인민군 총정치국장, 리일환 당 비서와 김 위원장의 동생 김여정 당 부부장 등이 참석한 것으로 전해졌습니다. 푸틴 대통령은 오늘 오전 2시쯤 평양에 도착했습니다. 푸틴 대통령의 방북은 2000년 이후 24년 만입니다.[사진 출처 : AP=연합뉴스]

        

        
    "
